ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_Original,Age,Total_Spending,Income_Bin,Income_scaled,Recency_scaled,Age_scaled,Total_Spending_scaled,PCA1,PCA2
8147,1960,2,3,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,Graduation,66,48,1,-0.8302840843472041,-0.31459383236554667,0.7349565056038408,-0.9263983795845805,-1.0145833224604495,-0.0019762634109666177
1857,1952,2,4,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,Graduation,74,83,1,-0.20369530220813972,-1.6269303680653915,1.4026584361701695,-0.8682699337504886,-0.4007250828835073,-1.1429811319841034
3910,1975,2,2,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,Graduation,51,1862,1,1.2620071151767678,0.9977427033342982,-0.5169846142080252,2.086315927359496,2.1698953490368176,0.6181785961530629
5207,1963,4,3,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,PhD,63,793,1,0.045542020824415136,-0.2800586603734455,0.48456828164146765,0.3109071103125181,0.3618103254832081,-0.16644932902433757
11114,1970,2,5,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,Graduation,56,84,1,-1.301593899564079,1.550305455207917,-0.09967090760406987,-0.8666091210123716,-1.4727050168323041,1.6101166605033461
5429,1948,4,3,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,PhD,78,183,1,-0.2660146200364432,-1.350648992128582,1.7365094014533338,-0.7021886599387975,-0.23782939463263658,-0.7965628496249548
9400,1958,0,4,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,2n Cycle,68,1383,1,1.3281614679483513,0.8250668433737922,0.901881988245423,1.2907866258014955,2.0410378606692716,0.8550704660486348
1740,1944,2,3,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,Graduation,82,999,1,0.1485286883637526,-0.9362269282233678,2.070360366736498,0.6530345343646017,1.06217147098713,-0.4191118183048108
7488,1963,3,4,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,Master,63,825,1,0.4775027795920086,-0.6599455522865585,0.48456828164146765,0.36405311793225925,0.6860179395856156,-0.566467780706957
195,1972,2,4,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,Graduation,54,246,1,-0.5365044283796759,-0.970762100215469,-0.266596390245652,-0.5975574574374322,-0.8651245243171117,-0.929572904013126
635,1966,3,3,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,Master,60,610,1,0.19754522873255284,0.06529305954756628,0.23418005767909442,0.006978379237123409,0.20284153106636305,0.10796159583728163
7527,1968,3,2,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,Master,58,76,1,-1.1381255351067598,1.6539109711842206,0.06725457503751228,-0.8798956229173069,-1.323642544535348,1.7413702522762367
10319,1971,2,3,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,Graduation,55,1286,1,0.5618735483441734,0.2379689195080722,-0.18313364892486095,1.129687790204155,1.1098218312337282,0.07743107127195051
2296,1975,3,3,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,Master,51,30,1,-0.5940299525288791,-1.557860024081189,-0.5169846142080252,-0.9562930088706849,-1.2263257967893957,-1.5341426839504162
10637,1964,2,3,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,Graduation,62,99,1,-0.45692745330661144,0.9632075313421969,0.4011055403206766,-0.8416969299406181,-0.7585391156997124,1.1103418198342154
2931,1978,2,2,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,Graduation,48,1192,1,0.7833468163186058,1.5848406272000182,-0.7673728381703985,0.9735713928211654,1.0346561518939779,1.2168353536678584
907,1975,2,3,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,Graduation,51,362,1,-0.24324410006071695,-0.4527345203339514,-0.5169846142080252,-0.4049031798158705,-0.5864021690304823,-0.5273330400258477
3698,1983,2,5,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,Graduation,43,2130,1,1.0565930560273211,-1.2470434761522784,-1.1846865447743538,2.531413741174828,2.1060871014020046,-1.7230432163779208
9516,1971,0,2,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,2n Cycle,55,1229,1,-0.12463765478364444,1.4121647672395123,-0.18313364892486095,1.0350214641314912,0.6005611603983917,1.2627113732586166
679,1957,4,3,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,PhD,69,38,1,-0.5834436581541994,-0.0037772844366360664,0.9853447295662141,-0.9430065069657496,-0.7840928273970773,0.3441517240725442
7384,1951,3,5,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,Master,75,485,1,-0.4981940272275329,-1.0743676161917726,1.4861211774909606,-0.20062321302749045,-0.11610359845683686,-0.6061794259072163
5043,1951,1,3,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,Basic,75,434,1,-1.00833357124512,1.3776295952474111,1.4861211774909606,-0.2853246626714529,-0.4684988544266558,1.7953721069382926
5267,1970,2,2,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,56,44,1,-0.7291350377181884,-0.21098831638924315,-0.09967090760406987,-0.9330416305370481,-1.164337607459297,-0.12274297921583992
339,1972,4,3,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,PhD,54,496,1,0.19386998691190932,1.1358833913027029,-0.266596390245652,-0.1823542729082044,-0.03408006387509808,1.0211025990094063
2516,1969,0,3,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,2n Cycle,57,78,1,-0.21599937265116373,1.204953735286905,-0.016208166283278792,-0.8765739974410731,-0.7197335200963585,1.2206768872259008
9010,1972,3,3,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,Master,54,2346,1,1.2349221808898512,1.0668130473185005,-0.266596390245652,2.8901492926080805,2.763056526354635,0.7052383675313267
378,1971,2,3,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,Graduation,55,794,1,0.011705827106099064,0.6523909834132863,-0.18313364892486095,0.312567923050635,0.18713389972752661,0.5624594898567703
4808,1956,2,3,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Graduation,70,17,1,-1.4572723492928603,-1.2815786481443796,1.0688074708870052,-0.9778835744662047,-1.415318872336181,-0.7986034798205404
5068,1971,2,4,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,Graduation,55,26,1,-1.1758367120490152,0.8941371873579945,-0.18313364892486095,-0.9629362598231525,-1.4881922811864219,0.9536070201520079
7628,1973,0,3,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2n Cycle,53,76,1,-0.3670438218234814,-1.350648992128582,-0.3500591315664431,-0.8798956229173069,-0.9704638121508331,-1.3128769122325066
7128,1977,4,4,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,PhD,49,15,1,-0.36916108069841735,1.4466999392316133,-0.6839100968496074,-0.9812051999424385,-1.0641076639534661,1.2995899627673606
2811,1963,4,4,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,PhD,63,62,1,-0.13262731091547822,-0.970762100215469,0.48456828164146765,-0.9031470012509437,-0.5994878270115914,-0.749562080357332
3551,1954,3,5,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,Master,72,198,1,0.31139782861118426,-0.7290158962707608,1.2357329535285873,-0.6772764688670438,0.05958882377306319,-0.36986600933578784
1663,1978,4,5,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,PhD,48,49,1,-0.7268579857206158,1.6539109711842206,-0.7673728381703985,-0.9247375668464636,-1.2885835337168634,1.500489215795956
5543,1966,2,5,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,Graduation,60,802,1,0.22263274898651092,-0.0037772844366360664,0.23418005767909442,0.32585442495557027,0.4347430886891333,0.021647179968292053
1577,1946,2,3,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,Graduation,80,1736,1,1.0518791589095393,-1.2125083041601774,1.9034348840949158,1.877053522356765,2.463136325780408,-0.8625978881522712
10641,1978,2,4,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,Graduation,48,57,1,-1.7872051992569362,-1.5233248520890879,-0.7673728381703985,-0.9114510649415283,-2.080014673558554,-1.4806500307872406
5336,1971,3,5,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,Master,55,59,1,4.214344849011987,-0.4181993483418502,-0.18313364892486095,-0.9081294394652945,2.2224919236575125,-0.7046840604578337
6024,1953,2,5,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,Graduation,73,2302,1,1.6836612175342955,0.44517995146067924,1.3191956948493784,2.8170735321309364,3.4201942436217734,0.4841103149390252
1878,1985,0,3,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2n Cycle,41,37,1,-1.1620945035022612,1.170418563294804,-1.351612027415936,-0.9446673197038665,-1.7640303010674583,0.9185720460369801
3099,1970,2,2,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,Graduation,56,310,1,-0.3184267642612728,-0.03831245642873724,-0.09967090760406987,-0.4912654421979498,-0.578688887029099,-0.01142710974625895
6055,1979,2,3,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,Graduation,47,1305,1,0.7745182462929294,1.550305455207917,-0.8508355794911895,1.1612432322283763,1.1333599118178788,1.152289711573423
5841,1966,2,5,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,Graduation,60,832,1,0.3457932982587287,0.4106447794685781,0.23418005767909442,0.3756788070990776,0.56252873427844,0.4086801579382201
3972,1976,2,5,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,Graduation,50,401,1,-0.08141361511042368,0.7214613273974887,-0.6004473555288163,-0.34013148302931095,-0.42641747930874546,0.5658479297187378
4394,1965,4,3,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,PhD,61,1501,1,1.1510307915055964,-0.21098831638924315,0.3176427989998855,1.486762528899291,1.8768115904185496,-0.2895816023245241
5758,1982,2,3,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,Graduation,44,1189,1,0.5165721980766758,-0.9016917562312667,-1.1012238034535626,0.9685889546068147,0.7048531819582846,-1.241733256643699
6658,1972,2,5,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,Graduation,54,1194,1,0.30480636230242136,-0.4181993483418502,-0.266596390245652,0.9768930182973993,0.79303063262499,-0.5480261710191394
4603,1960,4,3,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,PhD,66,656,1,0.5375849937033986,0.030757887555465113,0.7349565056038408,0.0833757651905013,0.6177363541681978,0.17375261461818278
8427,1956,3,4,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,Master,70,1540,1,0.5041083345110151,0.9977427033342982,1.0688074708870052,1.5515342256858504,1.6990261179550152,1.1091771679269806
10260,1965,3,5,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,Master,61,311,1,-0.2834320704038409,0.8596020153658934,0.3176427989998855,-0.4896046294598329,-0.4246432901073357,0.9567667307354033
7143,1955,0,5,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,2n Cycle,71,820,1,0.9015138305084275,-1.2125083041601774,1.1522702122077961,0.3557490542416747,1.1328551649761727,-0.9578198231722751
8789,1989,0,3,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,2n Cycle,37,274,1,0.2725281515298129,0.9632075313421969,-1.6854629926991003,-0.5510547007701586,-0.6030151546081037,0.5071195965903385
6197,1962,4,4,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,PhD,64,57,1,-0.9987060356062603,-0.3491290043576479,0.5680310229622587,-0.9114510649415283,-1.1643588285321786,-0.06649452349630884
4554,1965,2,5,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,Graduation,61,448,1,-0.20888857869383168,1.3776295952474111,0.3176427989998855,-0.2620732843378161,-0.2074101529959268,1.4369986424271235
4937,1973,0,3,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2n Cycle,53,44,1,-0.24544125549697124,0.44517995146067924,-0.3500591315664431,-0.9330416305370481,-0.8822916750322812,0.4094618026357348
1920,1972,2,3,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,54,102,1,-0.4760626797423534,0.3415744354843757,-0.266596390245652,-0.8367144917262673,-0.9560542491471599,0.3424479211929892
8749,1984,2,5,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,Graduation,42,61,1,-0.5993430738565486,0.6523909834132863,-1.2681492860951449,-0.9048078139890606,-1.3403939127934403,0.39819670389264833
1650,1960,3,3,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,Master,66,1643,1,1.1826698297876583,-1.2470434761522784,0.7349565056038408,1.7225979377118923,2.1435519331547854,-1.1954997028166505
10377,1958,3,5,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,Master,68,397,1,-0.22155218366278823,-0.4181993483418502,0.901881988245423,-0.3467747339817786,-0.16224994345901705,-0.1360400596868627
9206,1968,2,5,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,Graduation,58,1121,1,1.0044605497671057,-0.4527345203339514,0.06725457503751228,0.8556536884148648,1.2775577013041652,-0.5399354798084153
10971,1977,2,4,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,Graduation,49,473,1,-0.5778109505812565,-0.7290158962707608,-0.6839100968496074,-0.22055296588489337,-0.7409270168204873,-0.8219729561679996
6398,1974,1,3,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,Basic,52,50,1,-1.3520485780366094,-1.6269303680653915,-0.43352187288723415,-0.9230767541083467,-1.7044414771614351,-1.5259726279780224
9212,1962,3,3,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,Master,64,1678,1,0.8225360796452504,-1.1089027881838738,0.5680310229622587,1.7807263835459841,1.895255174125748,-1.0823339910268706
7937,1982,2,3,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,44,58,1,-1.09965534083198,1.2740240792711075,-1.1012238034535626,-0.9097902522034114,-1.6300097779508738,1.0758049970602381
839,1975,4,3,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,PhD,51,170,1,-0.26905068936654003,0.16889857552386983,-0.5169846142080252,-0.7237792255343174,-0.8062853387150464,0.09078307612594153
4246,1982,3,4,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,Master,44,373,1,-1.824756583076555,-1.6269303680653915,-1.1012238034535626,-0.38663423969658445,-1.8391172325344631,-1.6926713452308448
158,1945,4,5,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,PhD,81,1196,1,0.7736393841184277,-1.5923951960732903,1.986897625415707,0.9802146437736331,1.6769369110362318,-1.1358963401032998
4832,1979,2,3,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,Graduation,47,101,1,-0.9984663459223052,1.204953735286905,-0.8508355794911895,-0.8383753044643842,-1.4485006283314268,1.0619813355059895
5621,1969,2,3,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,Graduation,57,316,1,-0.13925872550490026,-1.4197193361127844,-0.016208166283278792,-0.48130056576924835,-0.45840941199996293,-1.333054859958026
1945,1962,2,3,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,Graduation,64,1400,1,0.766848176406369,-1.557860024081189,0.5680310229622587,1.319020442349483,1.5337468757017634,-1.4842361385677802
5147,1948,2,4,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,Graduation,78,1424,1,1.5421644074395193,0.27250409150017335,1.7365094014533338,1.3588799480642888,2.4388151177701385,0.5173819542492978
2535,1978,3,3,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,Master,48,844,1,1.4325063770301005,-0.8671565842391655,-0.7673728381703985,0.39560855995648053,1.0332106410775068,-1.1573862101223662
11039,1975,2,3,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,Graduation,51,311,1,-0.011584020518196413,0.06529305954756628,-0.5169846142080252,-0.4896046294598329,-0.4729494831977824,-0.04089133425268652
9495,1982,2,5,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Graduation,44,1149,1,0.7835865060025607,-0.6944807242786596,-1.1012238034535626,0.9021564450821383,0.847945340421811,-1.0580059875992311
9635,1983,3,3,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,Master,43,129,1,-0.6536327872723592,-1.2470434761522784,-1.1846865447743538,-0.7918725477971107,-1.322414029170038,-1.4107743111154838
2173,1952,2,6,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Graduation,74,32,1,-0.4869286120816473,-0.9016917562312667,1.4026584361701695,-0.9529713833944511,-0.6363293847116027,-0.41966026095632325
942,1982,2,4,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,Graduation,44,299,1,-0.502468493258064,-0.4527345203339514,-1.1012238034535626,-0.5095343823172358,-0.9874103001868564,-0.6519928665344124
9386,1962,2,5,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,Graduation,64,320,1,-0.084329839598543,1.34309442325531,0.5680310229622587,-0.47465731481678075,-0.20164269368783455,1.4707574877151193
5510,1977,3,3,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,Master,49,441,1,-0.3585348380430784,-1.6269303680653915,-0.6839100968496074,-0.2736989735046345,-0.6466478674801962,-1.6990209391752498
873,1949,3,3,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,Master,77,1178,1,0.42373239382476724,-1.5923951960732903,1.6530466601325426,0.9503200144875288,1.3294321114262824,-1.1941347440032717
2253,1990,2,3,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,Graduation,36,85,1,-1.3306362996032948,-1.1779731321680762,-1.7689257340198914,-0.8649483082742547,-1.987488744311552,-1.440343362753065
5181,1982,1,4,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,Basic,44,24,1,-1.1133975493787343,0.30703926349227456,-1.1012238034535626,-0.9662578852993863,-1.6996385260027742,0.14943476713287834
979,1975,2,4,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Graduation,51,112,1,-0.758576920563996,-1.3161138201364808,-0.5169846142080252,-0.8201063643450982,-1.2415528651273662,-1.2972228640636378
10390,1959,0,3,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2n Cycle,67,30,1,-1.0127278821176284,-0.763551068262862,0.818419246924632,-0.9562930088706849,-1.1486573960158715,-0.39770691097162303
4698,1983,4,3,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,PhD,43,410,1,-0.08341102914338212,-0.5908752083023561,-1.1846865447743538,-0.32518416838625874,-0.5993328578935189,-0.8471946979535128
7793,1976,2,5,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,Graduation,50,800,1,0.3924129417879788,-1.2815786481443796,-0.6004473555288163,0.32253279947933644,0.303112078645863,-1.4336755318397563
1745,1962,4,2,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,PhD,64,1313,1,1.336590555167436,1.34309442325531,0.5680310229622587,1.1745297341333116,1.8928902383243869,1.2741483364847068
10590,1956,4,5,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,PhD,70,1483,1,0.9709039940134039,1.4466999392316133,1.0688074708870052,1.4568678996131865,1.9657036581889238,1.5126005176110309
5080,1993,2,4,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,Graduation,33,1258,1,0.7301357064805928,-1.2815786481443796,-2.0193139579822645,1.0831850335368816,0.6818865370789854,-1.864161709192789
8369,1987,2,5,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,Graduation,39,28,1,-1.3586799926260313,-0.970762100215469,-1.518537510057518,-0.9596146343469186,-2.001130210110615,-1.1695016117272987
5232,1965,2,3,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,Graduation,61,227,1,0.6751668722935764,-0.9016917562312667,0.3176427989998855,-0.6291128994616534,0.0994627668401519,-0.8000660292358831
2407,1982,2,3,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,Graduation,44,1555,1,0.6739684238738013,-1.350648992128582,-1.1012238034535626,1.5764464167576042,1.2150111110362989,-1.7195851343982218
3834,1962,2,4,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,Graduation,64,861,1,0.6946616332552508,-0.48726969232605255,0.5680310229622587,0.42384237650446804,0.9013754282858797,-0.3981309595539509
7912,1978,2,3,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,Graduation,48,103,1,-0.5633496729826374,0.6869261554053875,-0.7673728381703985,-0.8350536789881504,-1.1373299395641456,0.5529598372770377
7712,1946,4,4,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,PhD,80,634,1,0.39632787329257735,0.6523909834132863,1.9034348840949158,0.04683788495192927,0.8139118387748109,1.083193041889843
1065,1963,2,4,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,Graduation,63,1918,1,1.1368092035909323,1.2394889072790063,0.48456828164146765,2.179321440694043,2.412927380469755,1.1108552458353584
7275,1971,3,4,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,Master,55,131,1,-0.7559003857598317,-0.5218048643181538,-0.18313364892486095,-0.7885509223208769,-1.1134943224548182,-0.4494176972060276
1343,1968,2,5,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,Graduation,58,586,1,0.2523143215162734,0.20343374751597101,0.06725457503751228,-0.03288112647768245,0.17315146795249547,0.19646868334694703
1384,1992,1,3,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,Basic,34,62,1,-1.3974697731460843,-1.350648992128582,-1.9358512166614734,-0.9031470012509437,-2.106635912146832,-1.6421890996326887
9967,1974,2,2,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,Graduation,52,447,1,0.03179981227766103,-0.6599455522865585,-0.43352187288723415,-0.26373409707593304,-0.28469436943406884,-0.7333855271081978
6181,1950,0,5,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,2n Cycle,76,939,1,-0.00139720895010834,-0.4527345203339514,1.5695839188117515,0.553385770077587,0.7722908846128996,-0.06537872009367234
